DOWNTIME_START,2023-09-04,08:35:06
DOWNTIME_START,2023-09-04,08:35:46
DOWNTIME_START,2023-09-04,09:02:43
DOWNTIME_START,2023-09-04,09:09:03
DOWNTIME_START,2023-09-04,09:36:27
DOWNTIME_START,2023-09-04,10:27:16
DOWNTIME_START,2023-09-04,10:38:12
DOWNTIME_START,2023-09-04,13:13:47
DOWNTIME_START,2023-09-04,13:29:27
DOWNTIME_START,2023-09-04,13:30:21
DOWNTIME_START,2023-09-04,13:30:42
DOWNTIME_START,2023-09-04,13:32:43
DOWNTIME_START,2023-09-04,13:32:47
DOWNTIME_START,2023-09-04,13:33:24
DOWNTIME_START,2023-09-04,13:34:33
DOWNTIME_START,2023-09-04,13:34:53
DOWNTIME_START,2023-09-04,13:36:20
DOWNTIME_START,2023-09-04,13:40:50
DOWNTIME_START,2023-09-04,13:41:39
DOWNTIME_START,2023-09-04,13:42:07
